Analyte Name,Sample ID,Sample Type,Control Level,Patient ID,Expected Value,Result,Unit,Run Date,Instrument,Operator,Batch ID,QC Flag
Total Cholesterol,P0749,PATIENT,,PAT0749,,169,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0750,PATIENT,,PAT0750,,159,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0751,PATIENT,,PAT0751,,191,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0752,PATIENT,,PAT0752,,205,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0753,PATIENT,,PAT0753,,172,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0754,PATIENT,,PAT0754,,154,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0755,PATIENT,,PAT0755,,207,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0756,PATIENT,,PAT0756,,200,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0757,PATIENT,,PAT0757,,175,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0758,PATIENT,,PAT0758,,202,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0759,PATIENT,,PAT0759,,156,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0760,PATIENT,,PAT0760,,192,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0761,PATIENT,,PAT0761,,176,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0762,PATIENT,,PAT0762,,146,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0763,PATIENT,,PAT0763,,107,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0764,PATIENT,,PAT0764,,177,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0765,PATIENT,,PAT0765,,187,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0766,PATIENT,,PAT0766,,182,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0767,PATIENT,,PAT0767,,166,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0768,PATIENT,,PAT0768,,250,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0769,PATIENT,,PAT0769,,113,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0770,PATIENT,,PAT0770,,196,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0771,PATIENT,,PAT0771,,201,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0772,PATIENT,,PAT0772,,169,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0773,PATIENT,,PAT0773,,175,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0774,PATIENT,,PAT0774,,125,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0775,PATIENT,,PAT0775,,151,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0776,PATIENT,,PAT0776,,205,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0777,PATIENT,,PAT0777,,185,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,FALSE
Total Cholesterol,P0778,PATIENT,,PAT0778,,210,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0779,PATIENT,,PAT0779,,177,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0780,PATIENT,,PAT0780,,187,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0781,PATIENT,,PAT0781,,227,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0782,PATIENT,,PAT0782,,160,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0783,PATIENT,,PAT0783,,193,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0784,PATIENT,,PAT0784,,211,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0785,PATIENT,,PAT0785,,170,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0786,PATIENT,,PAT0786,,222,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0787,PATIENT,,PAT0787,,170,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0788,PATIENT,,PAT0788,,166,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0789,PATIENT,,PAT0789,,189,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0790,PATIENT,,PAT0790,,202,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0791,PATIENT,,PAT0791,,188,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0792,PATIENT,,PAT0792,,147,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0793,PATIENT,,PAT0793,,144,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0794,PATIENT,,PAT0794,,153,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0795,PATIENT,,PAT0795,,145,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0796,PATIENT,,PAT0796,,228,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0797,PATIENT,,PAT0797,,289,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0798,PATIENT,,PAT0798,,129,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0799,PATIENT,,PAT0799,,198,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0800,PATIENT,,PAT0800,,212,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0801,PATIENT,,PAT0801,,201,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0802,PATIENT,,PAT0802,,163,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0803,PATIENT,,PAT0803,,195,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0804,PATIENT,,PAT0804,,141,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0805,PATIENT,,PAT0805,,218,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0806,PATIENT,,PAT0806,,204,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0807,PATIENT,,PAT0807,,162,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0808,PATIENT,,PAT0808,,164,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0809,PATIENT,,PAT0809,,199,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0810,PATIENT,,PAT0810,,171,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0811,PATIENT,,PAT0811,,242,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0812,PATIENT,,PAT0812,,177,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0813,PATIENT,,PAT0813,,186,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0814,PATIENT,,PAT0814,,176,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0815,PATIENT,,PAT0815,,283,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0816,PATIENT,,PAT0816,,148,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0817,PATIENT,,PAT0817,,219,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0818,PATIENT,,PAT0818,,160,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0819,PATIENT,,PAT0819,,218,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0820,PATIENT,,PAT0820,,195,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0821,PATIENT,,PAT0821,,108,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0822,PATIENT,,PAT0822,,196,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0823,PATIENT,,PAT0823,,239,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0824,PATIENT,,PAT0824,,221,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0825,PATIENT,,PAT0825,,185,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0826,PATIENT,,PAT0826,,216,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0827,PATIENT,,PAT0827,,89,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0828,PATIENT,,PAT0828,,161,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0829,PATIENT,,PAT0829,,221,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0830,PATIENT,,PAT0830,,211,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0831,PATIENT,,PAT0831,,180,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0832,PATIENT,,PAT0832,,155,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0833,PATIENT,,PAT0833,,193,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0834,PATIENT,,PAT0834,,215,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0835,PATIENT,,PAT0835,,179,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0836,PATIENT,,PAT0836,,254,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0837,PATIENT,,PAT0837,,192,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0838,PATIENT,,PAT0838,,184,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0839,PATIENT,,PAT0839,,214,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0840,PATIENT,,PAT0840,,233,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0841,PATIENT,,PAT0841,,131,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0842,PATIENT,,PAT0842,,216,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0843,PATIENT,,PAT0843,,264,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0844,PATIENT,,PAT0844,,266,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0845,PATIENT,,PAT0845,,155,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0846,PATIENT,,PAT0846,,387,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0847,PATIENT,,PAT0847,,207,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0848,PATIENT,,PAT0848,,235,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0849,PATIENT,,PAT0849,,168,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0850,PATIENT,,PAT0850,,164,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0851,PATIENT,,PAT0851,,213,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0852,PATIENT,,PAT0852,,193,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0853,PATIENT,,PAT0853,,122,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0854,PATIENT,,PAT0854,,210,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0855,PATIENT,,PAT0855,,207,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0856,PATIENT,,PAT0856,,172,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0857,PATIENT,,PAT0857,,142,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0858,PATIENT,,PAT0858,,181,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0859,PATIENT,,PAT0859,,181,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0860,PATIENT,,PAT0860,,238,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0861,PATIENT,,PAT0861,,206,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0862,PATIENT,,PAT0862,,169,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0863,PATIENT,,PAT0863,,192,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0864,PATIENT,,PAT0864,,210,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0865,PATIENT,,PAT0865,,157,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0866,PATIENT,,PAT0866,,245,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0867,PATIENT,,PAT0867,,147,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0868,PATIENT,,PAT0868,,149,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0869,PATIENT,,PAT0869,,283,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0870,PATIENT,,PAT0870,,180,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0871,PATIENT,,PAT0871,,168,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0872,PATIENT,,PAT0872,,268,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0873,PATIENT,,PAT0873,,108,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0874,PATIENT,,PAT0874,,228,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,FALSE
Total Cholesterol,P0875,PATIENT,,PAT0875,,220,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0876,PATIENT,,PAT0876,,176,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0877,PATIENT,,PAT0877,,352,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0878,PATIENT,,PAT0878,,203,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0879,PATIENT,,PAT0879,,184,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0880,PATIENT,,PAT0880,,216,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0881,PATIENT,,PAT0881,,196,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0882,PATIENT,,PAT0882,,195,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0883,PATIENT,,PAT0883,,148,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0884,PATIENT,,PAT0884,,259,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0885,PATIENT,,PAT0885,,210,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0886,PATIENT,,PAT0886,,218,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0887,PATIENT,,PAT0887,,161,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0888,PATIENT,,PAT0888,,170,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0889,PATIENT,,PAT0889,,215,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0890,PATIENT,,PAT0890,,153,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0891,PATIENT,,PAT0891,,110,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0892,PATIENT,,PAT0892,,177,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0893,PATIENT,,PAT0893,,209,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0894,PATIENT,,PAT0894,,190,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0895,PATIENT,,PAT0895,,186,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0896,PATIENT,,PAT0896,,206,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0897,PATIENT,,PAT0897,,224,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0898,PATIENT,,PAT0898,,191,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0899,PATIENT,,PAT0899,,160,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0900,PATIENT,,PAT0900,,143,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0901,PATIENT,,PAT0901,,146,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0902,PATIENT,,PAT0902,,180,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0903,PATIENT,,PAT0903,,307,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0904,PATIENT,,PAT0904,,207,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0905,PATIENT,,PAT0905,,187,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0906,PATIENT,,PAT0906,,200,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0907,PATIENT,,PAT0907,,180,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0908,PATIENT,,PAT0908,,222,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0909,PATIENT,,PAT0909,,123,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0910,PATIENT,,PAT0910,,175,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0911,PATIENT,,PAT0911,,146,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0912,PATIENT,,PAT0912,,145,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0913,PATIENT,,PAT0913,,151,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0914,PATIENT,,PAT0914,,193,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0915,PATIENT,,PAT0915,,170,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0916,PATIENT,,PAT0916,,215,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0917,PATIENT,,PAT0917,,213,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0918,PATIENT,,PAT0918,,158,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0919,PATIENT,,PAT0919,,151,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0920,PATIENT,,PAT0920,,192,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0921,PATIENT,,PAT0921,,193,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0922,PATIENT,,PAT0922,,151,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0923,PATIENT,,PAT0923,,160,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0924,PATIENT,,PAT0924,,217,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0925,PATIENT,,PAT0925,,213,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0926,PATIENT,,PAT0926,,216,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0927,PATIENT,,PAT0927,,196,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0928,PATIENT,,PAT0928,,219,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
Total Cholesterol,P0929,PATIENT,,PAT0929,,169,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P05,TRUE
Total Cholesterol,P0930,PATIENT,,PAT0930,,196,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P06,TRUE
Total Cholesterol,P0931,PATIENT,,PAT0931,,171,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P07,TRUE
Total Cholesterol,P0932,PATIENT,,PAT0932,,185,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P08,TRUE
Total Cholesterol,P0933,PATIENT,,PAT0933,,203,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P09,TRUE
Total Cholesterol,P0934,PATIENT,,PAT0934,,172,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P10,TRUE
Total Cholesterol,P0935,PATIENT,,PAT0935,,206,mg/dL,2026-08-14,COBAS-501,A. Deshmukh,LP-2026-08-P11,TRUE
Total Cholesterol,P0936,PATIENT,,PAT0936,,165,mg/dL,2026-08-15,COBAS-702,R. Patel,LP-2026-08-P12,TRUE
Total Cholesterol,P0937,PATIENT,,PAT0937,,175,mg/dL,2026-08-10,COBAS-501,A. Deshmukh,LP-2026-08-P01,TRUE
Total Cholesterol,P0938,PATIENT,,PAT0938,,355,mg/dL,2026-08-11,COBAS-702,R. Patel,LP-2026-08-P02,TRUE
Total Cholesterol,P0939,PATIENT,,PAT0939,,169,mg/dL,2026-08-12,COBAS-501,A. Deshmukh,LP-2026-08-P03,TRUE
Total Cholesterol,P0940,PATIENT,,PAT0940,,168,mg/dL,2026-08-13,COBAS-702,R. Patel,LP-2026-08-P04,TRUE
