Analyte Name,Sample ID,Sample Type,Control Level,Patient ID,Expected Value,Result,Unit,Run Date,Instrument,Operator,Batch ID,QC Flag
WBC,P0515,PATIENT,,PAT0515,,7.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0516,PATIENT,,PAT0516,,8.1,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0517,PATIENT,,PAT0517,,5.2,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0518,PATIENT,,PAT0518,,7.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0519,PATIENT,,PAT0519,,7.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0520,PATIENT,,PAT0520,,7.7,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0521,PATIENT,,PAT0521,,4.5,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0522,PATIENT,,PAT0522,,28.0,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0523,PATIENT,,PAT0523,,10.3,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0524,PATIENT,,PAT0524,,8.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0525,PATIENT,,PAT0525,,7.9,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0526,PATIENT,,PAT0526,,7.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0527,PATIENT,,PAT0527,,6.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0528,PATIENT,,PAT0528,,5.1,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0529,PATIENT,,PAT0529,,10.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0530,PATIENT,,PAT0530,,9.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0531,PATIENT,,PAT0531,,4.7,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0532,PATIENT,,PAT0532,,26.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0533,PATIENT,,PAT0533,,10.3,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0534,PATIENT,,PAT0534,,6.5,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0535,PATIENT,,PAT0535,,8.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0536,PATIENT,,PAT0536,,6.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0537,PATIENT,,PAT0537,,5.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0538,PATIENT,,PAT0538,,7.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0539,PATIENT,,PAT0539,,9.0,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0540,PATIENT,,PAT0540,,7.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0541,PATIENT,,PAT0541,,21.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0542,PATIENT,,PAT0542,,9.7,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0543,PATIENT,,PAT0543,,10.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0544,PATIENT,,PAT0544,,8.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0545,PATIENT,,PAT0545,,10.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0546,PATIENT,,PAT0546,,5.4,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0547,PATIENT,,PAT0547,,9.4,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0548,PATIENT,,PAT0548,,10.8,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0549,PATIENT,,PAT0549,,17.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0550,PATIENT,,PAT0550,,6.6,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0551,PATIENT,,PAT0551,,15.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0552,PATIENT,,PAT0552,,7.1,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0553,PATIENT,,PAT0553,,4.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0554,PATIENT,,PAT0554,,10.8,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0555,PATIENT,,PAT0555,,4.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0556,PATIENT,,PAT0556,,6.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0557,PATIENT,,PAT0557,,6.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0558,PATIENT,,PAT0558,,5.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0559,PATIENT,,PAT0559,,7.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0560,PATIENT,,PAT0560,,8.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0561,PATIENT,,PAT0561,,8.4,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0562,PATIENT,,PAT0562,,8.0,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0563,PATIENT,,PAT0563,,10.5,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0564,PATIENT,,PAT0564,,7.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0565,PATIENT,,PAT0565,,6.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0566,PATIENT,,PAT0566,,9.7,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0567,PATIENT,,PAT0567,,8.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0568,PATIENT,,PAT0568,,8.0,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0569,PATIENT,,PAT0569,,6.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0570,PATIENT,,PAT0570,,6.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0571,PATIENT,,PAT0571,,15.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0572,PATIENT,,PAT0572,,7.5,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0573,PATIENT,,PAT0573,,7.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0574,PATIENT,,PAT0574,,6.6,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0575,PATIENT,,PAT0575,,9.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0576,PATIENT,,PAT0576,,7.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0577,PATIENT,,PAT0577,,7.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0578,PATIENT,,PAT0578,,7.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0579,PATIENT,,PAT0579,,7.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0580,PATIENT,,PAT0580,,6.7,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0581,PATIENT,,PAT0581,,8.2,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0582,PATIENT,,PAT0582,,10.4,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0583,PATIENT,,PAT0583,,6.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,FALSE
WBC,P0584,PATIENT,,PAT0584,,7.5,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0585,PATIENT,,PAT0585,,10.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0586,PATIENT,,PAT0586,,5.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0587,PATIENT,,PAT0587,,6.0,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0588,PATIENT,,PAT0588,,7.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0589,PATIENT,,PAT0589,,10.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0590,PATIENT,,PAT0590,,7.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0591,PATIENT,,PAT0591,,8.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0592,PATIENT,,PAT0592,,8.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0593,PATIENT,,PAT0593,,4.0,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0594,PATIENT,,PAT0594,,17.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0595,PATIENT,,PAT0595,,5.8,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0596,PATIENT,,PAT0596,,6.2,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0597,PATIENT,,PAT0597,,8.0,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0598,PATIENT,,PAT0598,,6.9,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0599,PATIENT,,PAT0599,,5.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0600,PATIENT,,PAT0600,,1.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0601,PATIENT,,PAT0601,,6.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0602,PATIENT,,PAT0602,,7.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0603,PATIENT,,PAT0603,,7.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0604,PATIENT,,PAT0604,,8.0,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0605,PATIENT,,PAT0605,,4.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0606,PATIENT,,PAT0606,,8.5,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0607,PATIENT,,PAT0607,,9.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0608,PATIENT,,PAT0608,,7.2,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0609,PATIENT,,PAT0609,,7.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0610,PATIENT,,PAT0610,,9.0,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0611,PATIENT,,PAT0611,,7.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0612,PATIENT,,PAT0612,,9.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0613,PATIENT,,PAT0613,,9.3,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0614,PATIENT,,PAT0614,,6.1,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0615,PATIENT,,PAT0615,,9.1,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0616,PATIENT,,PAT0616,,5.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0617,PATIENT,,PAT0617,,8.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0618,PATIENT,,PAT0618,,7.5,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0619,PATIENT,,PAT0619,,5.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0620,PATIENT,,PAT0620,,7.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0621,PATIENT,,PAT0621,,7.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0622,PATIENT,,PAT0622,,7.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0623,PATIENT,,PAT0623,,5.5,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0624,PATIENT,,PAT0624,,7.4,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0625,PATIENT,,PAT0625,,5.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0626,PATIENT,,PAT0626,,6.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0627,PATIENT,,PAT0627,,7.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0628,PATIENT,,PAT0628,,11.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0629,PATIENT,,PAT0629,,5.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0630,PATIENT,,PAT0630,,26.6,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0631,PATIENT,,PAT0631,,7.3,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0632,PATIENT,,PAT0632,,8.1,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0633,PATIENT,,PAT0633,,7.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0634,PATIENT,,PAT0634,,8.0,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0635,PATIENT,,PAT0635,,8.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0636,PATIENT,,PAT0636,,2.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0637,PATIENT,,PAT0637,,8.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0638,PATIENT,,PAT0638,,8.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0639,PATIENT,,PAT0639,,20.4,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0640,PATIENT,,PAT0640,,22.6,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0641,PATIENT,,PAT0641,,7.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0642,PATIENT,,PAT0642,,5.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0643,PATIENT,,PAT0643,,4.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0644,PATIENT,,PAT0644,,7.7,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0645,PATIENT,,PAT0645,,6.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0646,PATIENT,,PAT0646,,23.7,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0647,PATIENT,,PAT0647,,8.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0648,PATIENT,,PAT0648,,9.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0649,PATIENT,,PAT0649,,6.2,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0650,PATIENT,,PAT0650,,7.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0651,PATIENT,,PAT0651,,9.1,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0652,PATIENT,,PAT0652,,8.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0653,PATIENT,,PAT0653,,5.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0654,PATIENT,,PAT0654,,5.6,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0655,PATIENT,,PAT0655,,9.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0656,PATIENT,,PAT0656,,6.8,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0657,PATIENT,,PAT0657,,8.8,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0658,PATIENT,,PAT0658,,9.8,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0659,PATIENT,,PAT0659,,5.5,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0660,PATIENT,,PAT0660,,8.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0661,PATIENT,,PAT0661,,4.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0662,PATIENT,,PAT0662,,8.5,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0663,PATIENT,,PAT0663,,7.9,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0664,PATIENT,,PAT0664,,9.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0665,PATIENT,,PAT0665,,7.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0666,PATIENT,,PAT0666,,9.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0667,PATIENT,,PAT0667,,6.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0668,PATIENT,,PAT0668,,16.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0669,PATIENT,,PAT0669,,7.4,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0670,PATIENT,,PAT0670,,17.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0671,PATIENT,,PAT0671,,5.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0672,PATIENT,,PAT0672,,6.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0673,PATIENT,,PAT0673,,6.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0674,PATIENT,,PAT0674,,7.2,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0675,PATIENT,,PAT0675,,26.4,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0676,PATIENT,,PAT0676,,7.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0677,PATIENT,,PAT0677,,7.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0678,PATIENT,,PAT0678,,9.0,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0679,PATIENT,,PAT0679,,6.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0680,PATIENT,,PAT0680,,7.8,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,FALSE
WBC,P0681,PATIENT,,PAT0681,,8.0,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0682,PATIENT,,PAT0682,,----,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,FALSE
WBC,P0683,PATIENT,,PAT0683,,5.0,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0684,PATIENT,,PAT0684,,5.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0685,PATIENT,,PAT0685,,9.2,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0686,PATIENT,,PAT0686,,6.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0687,PATIENT,,PAT0687,,10.1,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0688,PATIENT,,PAT0688,,7.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0689,PATIENT,,PAT0689,,6.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0690,PATIENT,,PAT0690,,5.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0691,PATIENT,,PAT0691,,6.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0692,PATIENT,,PAT0692,,8.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0693,PATIENT,,PAT0693,,1.9,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0694,PATIENT,,PAT0694,,10.9,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0695,PATIENT,,PAT0695,,9.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0696,PATIENT,,PAT0696,,7.4,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0697,PATIENT,,PAT0697,,4.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0698,PATIENT,,PAT0698,,9.1,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0699,PATIENT,,PAT0699,,7.8,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0700,PATIENT,,PAT0700,,6.7,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0701,PATIENT,,PAT0701,,5.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0702,PATIENT,,PAT0702,,5.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0703,PATIENT,,PAT0703,,4.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0704,PATIENT,,PAT0704,,7.1,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0705,PATIENT,,PAT0705,,10.1,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0706,PATIENT,,PAT0706,,7.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0707,PATIENT,,PAT0707,,5.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0708,PATIENT,,PAT0708,,8.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0709,PATIENT,,PAT0709,,9.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0710,PATIENT,,PAT0710,,8.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0711,PATIENT,,PAT0711,,9.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0712,PATIENT,,PAT0712,,15.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0713,PATIENT,,PAT0713,,8.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0714,PATIENT,,PAT0714,,10.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0715,PATIENT,,PAT0715,,7.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0716,PATIENT,,PAT0716,,7.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0717,PATIENT,,PAT0717,,8.0,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
